"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"GAA23WA121","ACC","107041","2023-04-08T04:00:00Z","Mazatlan",,"Mexico",,"XB-PBL","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=107041"
"ERA23LA187","ACC","107029","2023-04-07T17:53:00Z","Cedar Key","Florida","United States",,"N8DU","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=107029"
"WPR23LA150","ACC","107033","2023-04-07T16:55:00Z","Ashland","Oregon","United States",,"N6924G","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107033"
"CEN23LA149","ACC","107037","2023-04-07T15:48:00Z","Gardner","Kansas","United States",,"N982NC","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107037"
"ERA23FA185","ACC","107025","2023-04-07T14:43:00Z","Sebastian","Florida","United States",,"N44588","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107025"
"ERA23LA183","ACC","107020","2023-04-06T12:10:00Z","Foley","Alabama","United States",,"N272AM","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107020"
"ERA23FA182","ACC","107019","2023-04-06T07:50:00Z","Jesup","Georgia","United States",,"N911TK","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107019"
"ERA23FA181","ACC","107016","2023-04-05T21:37:00Z","Venice","Florida","United States",,"N635BD","false","Aviation","DirectorBrief",,"Fatal","4","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107016"
"WPR23LA152","ACC","107035","2023-04-05T15:00:00Z","Los Alamos","New Mexico","United States",,"N444M","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107035"
"WPR23LA157","ACC","107071","2023-04-05T15:00:00Z","Bremerton","Washington","United States",,"N21RS","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107071"
"ERA23LA180","ACC","107014","2023-04-05T14:00:00Z","Leesburg","Virginia","United States",,"N880JS","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107014"
"DCA23WA242","INC","107085","2023-04-05T11:40:00Z","Frankfurt",,"Germany",,"D-ALFJ","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107085"
"WPR23LA151","ACC","107034","2023-04-05T11:30:00Z","Susanville","California","United States",,"N1641E","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107034"
"ANC23LA028","ACC","107018","2023-04-04T09:00:00Z","Palmer","Alaska","United States",,"N5644W","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107018"
"ERA23LA186","ACC","107028","2023-04-03T15:30:00Z","White Plains","New York","United States",,"N8500D","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107028"
"ERA23LA176","ACC","106991","2023-04-02T20:37:00Z","Wall Township","New Jersey","United States",,"N85AV","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106991"
"GAA23WA120","ACC","107021","2023-04-02T18:00:00Z","PROSPERPINE",,"Australia",,"VH-PXR","false","Aviation","None",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107021"
"DCA23WA226","INC","107002","2023-04-02T17:50:00Z","Pyrzowice","Other Foreign","Poland",,"SP-ENO","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107002"
"ERA23FA175","ACC","106990","2023-04-02T17:23:00Z","Chelsea","Alabama","United States",,"N231SH","false","Aviation","DirectorBrief",,"Fatal","2","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106990"
"ANC23LA029","ACC","107023","2023-04-02T16:20:00Z","Wasilla","Alaska","United States",,"N4464B","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107023"
"ERA23LA178","ACC","107006","2023-04-02T12:00:00Z","Canton","Georgia","United States",,"N6301W","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107006"
"WPR23LA182","ACC","122570","2023-04-02T11:00:00Z","Marana","Arizona","United States",,"N774JP","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=122570"
"WPR23FA141","ACC","106989","2023-04-02T09:50:00Z","Oxbow","Oregon","United States",,"N424SW","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106989"
"WPR23LA146","ACC","106999","2023-04-01T13:45:00Z","Santa Ana","California","United States",,"N1399U","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106999"
"WPR23LA145","ACC","106998","2023-04-01T08:38:00Z","Elko","Nevada","United States",,"N462BA","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106998"
"WPR23FA138","ACC","106945","2023-04-01T07:35:00Z","Santa Teresa","New Mexico","United States",,"UNREG","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106945"
"ERA23LA177","ACC","106995","2023-03-31T16:51:00Z","Leesburg","Florida","United States",,"N306ER","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106995"
"DCA23WA229","OCC","107015","2023-03-30T21:24:00Z","Sao Paulo","Other Foreign","Brazil",,"PT-MZL, PS-CNBB","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107015"
"ERA23FA174","ACC","106984","2023-03-30T18:15:00Z","Gulf of Mexico","Gulf of Mexico","United States",,"N869AC","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106984"
"DCA23WA224","INC","107000","2023-03-30T10:53:00Z","Jakarta","Other Foreign","Indonesia",,"PK-GMC","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107000"
"DCA23WA222","INC","106988","2023-03-30T04:00:00Z","Belize City",,"Belize",,"N940AN","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106988"
"CEN23LA145","ACC","106985","2023-03-29T19:27:00Z","Lincoln","Illinois","United States",,"N56793","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=106985"
"CEN23FA144","ACC","106982","2023-03-29T18:53:00Z","Oxford","Mississippi","United States",,"N43414","false","Aviation","DirectorBrief",,"Fatal","1","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106982"
"ERA23LA172","ACC","106977","2023-03-29T12:15:00Z","Clarksville","Tennessee","United States",,"N242JL","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106977"
"CEN23LA147","ACC","106987","2023-03-29T09:23:00Z","Wade","Oklahoma","United States",,"N82851","false","Aviation","DirectorBrief","2023-05-04T04:00:00Z","Minor","0","0","1","The total loss of engine power due to fuel contamination.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Failure, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition","https://data.ntsb.gov/Docket?ProjectID=106987"
"ERA23LA170","ACC","106975","2023-03-29T09:10:00Z","Lakeland","Florida","United States",,"N791MH","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106975"
"GAA23WA114","ACC","107003","2023-03-28T09:06:00Z","Scottsdene",,"South Africa",,"ZS-JNN","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=107003"
"WPR23LA144","ACC","106996","2023-03-27T16:40:00Z","Rigby","Idaho","United States",,"N89CK","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106996"
"ERA23LA169","ACC","106968","2023-03-27T15:50:00Z","Mattituck","New York","United States",,"N50133","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106968"
"GAA23WA108","ACC","106969","2023-03-27T15:45:00Z","Comercial","Other Foreign","Uruguay",,"CX-BTI-R","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106969"
"CEN23LA148","ACC","106997","2023-03-27T12:26:00Z","Oklahoma City","Oklahoma","United States",,"N550DW","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106997"
"CEN23LA146","ACC","106986","2023-03-27T11:38:00Z","Telluride","Colorado","United States",,"N3233V","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106986"
"ERA23LA165","ACC","106962","2023-03-26T11:30:00Z","St. Augustine","Florida","United States",,"N541SP","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106962"
"CEN23FA142","ACC","106956","2023-03-26T02:38:00Z","Port Allen","Louisiana","United States",,"N441PD","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106956"
"CEN23LA143","ACC","106963","2023-03-25T18:30:00Z","Hillsboro","Missouri","United States",,"N43272","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106963"
"ERA23FA163","ACC","106954","2023-03-25T13:52:00Z","Gainesville","Georgia","United States",,"N47AR","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106954"
"ERA23FA164","ACC","106955","2023-03-25T12:52:00Z","Johns Island","South Carolina","United States",,"N21480","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106955"
"ANC23FA031","ACC","106951","2023-03-24T12:17:00Z","Nuevo","California","United States",,"N14Z","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106951"
"ERA23LA162","ACC","106949","2023-03-23T18:30:00Z","Travelers Rest","South Carolina","United States",,"N13612","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106949"
"ERA23LA161","ACC","106948","2023-03-23T16:44:00Z","St. Augustine","Florida","United States",,"N280KC","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=106948"
"ENG23WA024","INC","106940","2023-03-22T21:18:00Z","Kota Kinabalu","Other Foreign","Malaysia",,"RP-C4106","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106940"
"ERA23LA179","ACC","107013","2023-03-22T17:30:00Z","Lakeland","Florida","United States",,"N1907A","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107013"
"DCA23LA221","ACC","106964","2023-03-22T17:26:00Z","Houston","Texas","United States",,"N1902U","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106964"
"ERA23LA198","ACC","107072","2023-03-22T13:15:00Z","Toughkenamon","Pennsylvania","United States",,"N669YK","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107072"
"GAA23WA106","INC","106950","2023-03-22T12:00:00Z","Madrid","Other Foreign","Spain",,"EC-GVD","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106950"
"DCA23WA236","ACC","107058","2023-03-22T04:53:00Z","Incheon",,"Republic Of Korea",,"HL8254","false","Aviation","None",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=107058"
"DCA23WA223","INC","106992","2023-03-22T04:00:00Z","Kumasi",,"Ghana",,"9G-AFR","false","Aviation","None",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106992"
"DCA23WA216","INC","106937","2023-03-21T19:27:00Z","Maiquetía",,"Venezuela",,"OB-2231-P","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106937"
"WPR23FA137","ACC","106928","2023-03-21T16:01:00Z","Alcova","Wyoming","United States",,"N314FR","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106928"
"ERA23LA171","ACC","106976","2023-03-21T15:00:00Z","Cincinnati","Ohio","United States",,"N7772B","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106976"
"ERA23LA157","ACC","106929","2023-03-21T13:30:00Z","Livonia","New York","United States",,"N73905","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106929"
"DCA23LA213","ACC","106933","2023-03-21T10:23:00Z","San Francisco","California","United States",,"N79011","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106933"
"ERA23LA160","ACC","106942","2023-03-20T15:30:00Z","Abbeville","South Carolina","United States",,"N79VE","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106942"
"ERA23LA155","ACC","106912","2023-03-19T16:30:00Z","Sanford","North Carolina","United States",,"N565TF","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106912"
"CEN23LA140","ACC","106910","2023-03-19T13:14:00Z","Oklahoma City","Oklahoma","United States",,"N9254A","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106910"
"CEN23LA141","ACC","106920","2023-03-19T12:15:00Z","Maple Lake","Minnesota","United States",,"N9088D","false","Aviation","DirectorBrief","2023-04-27T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during landing with a gusting crosswind.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=106920"
"GAA23WA103","ACC","106932","2023-03-18T17:00:00Z","Porto Nacional, TO",,"Brazil",,"PT-DGH","false","Aviation","None",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106932"
"GAA23WA100","ACC","106919","2023-03-18T15:40:00Z","Gondia",,"India",,"VT-FGL","false","Aviation","None",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106919"
"WPR23LA130","ACC","106914","2023-03-18T10:35:00Z","Gordonville","Texas","United States",,"N4064X","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106914"
"WPR23LA131","ACC","106915","2023-03-18T10:00:00Z","Santa Ynez","California","United States",,"N40635","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=106915"
"WPR23LA133","ACC","106917","2023-03-17T16:00:00Z","Winnemucca","Nevada","United States",,"N326AF","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106917"
"ERA23LA156","ACC","106918","2023-03-17T14:14:00Z","Shoreham","New York","United States",,"N5616S","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106918"
"WPR23LA132","ACC","106916","2023-03-17T12:57:00Z","Bullhead City","Arizona","United States",,"N2214","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106916"
"WPR23LA129","ACC","106913","2023-03-17T12:40:00Z","Mesa","Arizona","United States",,"N610, N2504U","false","Aviation","DirectorBrief",,"Minor","0","0","4",,,"https://data.ntsb.gov/Docket?ProjectID=106913"
"CEN23FA139","ACC","106909","2023-03-17T11:36:00Z","Lubbock","Texas","United States",,"N2061K","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106909"
"ERA23LA166","ACC","106965","2023-03-16T17:55:00Z","Cleveland","Tennessee","United States",,"N8702","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106965"
"ANC23LA027","ACC","106971","2023-03-16T16:10:00Z","Minto","Alaska","United States",,"N6266E","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106971"
"WPR23LA136","ACC","106926","2023-03-15T13:35:00Z","Spanish Fork","Utah","United States",,"N2572V","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106926"
"WPR23LA142","ACC","106993","2023-03-15T04:50:00Z","Sacramento","California","United States",,"N462NB","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106993"
"CEN23LA135","ACC","106895","2023-03-14T10:30:00Z","Mineral Wells","Texas","United States",,"N314AL","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106895"
"ERA23LA151","ACC","106894","2023-03-14T10:06:00Z","Scottsmoor","Florida","United States",,"N5714K","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106894"
"CEN23LA132","ACC","106884","2023-03-13T11:52:00Z","Hotchkiss","Colorado","United States",,"N235TT","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None","0","0","0","The pilot’s loss of control during landing rollout on a snow-covered, turf airstrip.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=106884"
"CEN23LA138","ACC","106905","2023-03-12T21:33:00Z","Eden Prairie","Minnesota","United States",,"N789TB","false","Aviation","DirectorBrief",,"Serious","0","1","2",,,"https://data.ntsb.gov/Docket?ProjectID=106905"
"GAA23WA093","ACC","106874","2023-03-12T17:37:00Z","Boro Area, Okavango Delta",,"Botswana",,"A2-HEX","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106874"
"WPR23LA139","ACC","106947","2023-03-12T15:30:00Z","Sandy Valley","Nevada","United States",,"N127MF","false","Aviation","DirectorBrief","2023-04-27T04:00:00Z","None","0","0","0","The pilot’s failure to maintain airplane control during an off airport precautionary landing on soft soil, which resulted in a nose over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=106947"
"WPR23LA128","ACC","106887","2023-03-12T15:05:00Z","Castroville","California","United States",,"N55XJ","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106887"
"ERA23LA149","ACC","106872","2023-03-12T14:30:00Z","Church Hill","Maryland","United States",,"N562TY","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106872"
"WPR23LA134","ACC","106921","2023-03-11T19:45:00Z","Brigham City","Utah","United States",,"N639BH","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106921"
"CEN23LA130","ACC","106877","2023-03-11T16:30:00Z","De Kalb","Texas","United States",,"N4164T","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106877"
"GAA23WA098","INC","106904","2023-03-11T15:45:00Z","Sabara",,"Brazil",,"PS-VAC","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106904"
"ERA23LA148","ACC","106870","2023-03-11T14:29:00Z","Bahia Key","Florida","United States",,"N343BD","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=106870"
"DCA23WA225","INC","107001","2023-03-11T12:51:00Z","Nuremberg","Other Foreign","Germany",,"PH-BGF","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107001"
"WPR23LA126","ACC","106882","2023-03-11T12:30:00Z","Strawberry Reservoir","Utah","United States",,"N553AT","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","Minor","0","0","2","The pilot’s failure to maintain clearance from the snow-covered lake while flying at a low altitude.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Terrain - Snowy/icy terrain - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=106882"
"WPR23LA127","ACC","106883","2023-03-11T12:15:00Z","Lewiston","Idaho","United States",,"N7010Q","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106883"
"GAA23WA117","ACC","107009","2023-03-11T04:20:00Z","Gimpo",,"Republic Of Korea",,"HL1113","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=107009"
"CEN23LA129","ACC","106876","2023-03-10T22:10:00Z","Granbury","Texas","United States",,"N530SX","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106876"
"CEN23LA128","ACC","106865","2023-03-10T11:45:00Z","La Veta","Colorado","United States",,"N969WD","false","Aviation","DirectorBrief",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=106865"
"ERA23LA147","ACC","106859","2023-03-09T20:15:00Z","Franklin","North Carolina","United States",,"N558MT","false","Aviation","DirectorBrief",,"Minor","0","0","3",,,"https://data.ntsb.gov/Docket?ProjectID=106859"
"CEN23LA126","ACC","106860","2023-03-09T18:45:00Z","Bismark","North Dakota","United States",,"N46CV","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None","0","0","0","The ground vehicle driver’s failure to see and maintain clearance from the airplane while conducting ground operations.","Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Ground crew, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Snow - Ability to respond/compensate","https://data.ntsb.gov/Docket?ProjectID=106860"
"ERA23LA146","ACC","106856","2023-03-09T18:00:00Z","Titusville","Florida","United States",,"N8911F","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106856"
"WPR23LA124","ACC","106879","2023-03-09T17:17:00Z","Van Nuys","California","United States",,"N73726","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106879"
"DCA23WA204","INC","106867","2023-03-08T22:18:00Z","Riga","Other Foreign","Latvia",,"YL-AAP","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106867"
"ERA23LA141","ACC","106844","2023-03-07T18:22:00Z","Miami","Florida","United States",,"N64535","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106844"
"WPR23FA122","ACC","106847","2023-03-07T17:11:00Z","Willows","California","United States",,"N8424V","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106847"
"ERA23FA142","ACC","106845","2023-03-07T15:00:00Z","Winter Haven","Florida","United States",,"N10510, N9221D","false","Aviation","DirectorBrief",,"Fatal","4","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106845"
"ERA23LA145","ACC","106851","2023-03-07T14:05:00Z","Knoxville","Tennessee","United States",,"N320CA","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106851"
"WPR23LA123","ACC","106878","2023-03-07T13:04:00Z","Hillsboro","Oregon","United States",,"N25233, N6460M","false","Aviation","DirectorBrief","2023-04-27T04:00:00Z","None","0","0","0","The student pilot’s failure to see and avoid another airplane during taxi.","Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Student/instructed pilot, Environmental issues - Physical environment - Object/animal/substance - Aircraft - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=106878"
"DCA23WA205","INC","106868","2023-03-06T23:36:00Z","East Midlands","Other Foreign","United Kingdom",,"G-JMCU","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106868"
"CEN23FA125","ACC","106842","2023-03-06T22:57:00Z","Port O'Connor","Texas","United States",,"N494SH","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106842"
"WPR23LA125","ACC","106880","2023-03-06T21:39:00Z","Bullhead City","Arizona","United States",,"N4PZ","false","Aviation","DirectorBrief",,,"0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106880"
"WPR23FA143","ACC","106994","2023-03-06T19:15:00Z","Queets","Washington","United States",,"N24289","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106994"
"ANC23LA026","ACC","106908","2023-03-06T17:45:00Z","Homer","Alaska","United States",,"N9697Q","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106908"
"CEN23LA131","ACC","106881","2023-03-06T16:20:00Z","Tomball","Texas","United States",,"N101BM","false","Aviation","DirectorBrief","2023-04-12T04:00:00Z","None","0","0","0","An inflight collision with a bird.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=106881"
"ERA23FA138","ACC","106820","2023-03-05T22:25:00Z","West Palm Beach","Florida","United States",,"N804ER","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106820"
"CEN23LA134","ACC","106886","2023-03-05T19:09:00Z","Buena Vista","Colorado","United States",,"N118CX","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106886"
"ERA23LA173","ACC","106979","2023-03-05T17:45:00Z","Perry","Florida","United States",,"N9777Y","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106979"
"ERA23FA137","ACC","106819","2023-03-05T15:59:00Z","Lindenhurst","New York","United States",,"N8149R","false","Aviation","DirectorBrief",,"Fatal","1","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=106819"
"ANC23LA024","ACC","106823","2023-03-05T15:00:00Z","Anchorage","Alaska","United States",,"N5688R","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106823"
"ERA23FA136","ACC","106817","2023-03-05T12:14:00Z","Blue Ridge","Georgia","United States",,"N3410Z","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106817"
"ERA23LA152","ACC","106900","2023-03-05T01:30:00Z","Kinston","North Carolina","United States",,"N2527L","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106900"
"GAA23WA096","ACC","106893","2023-03-04T20:30:00Z","Trenque Lauquen","Other Foreign","Argentina",,"LX-X768","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106893"
