"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"ERA22FA387","ACC","105807","2022-08-28T17:21:00Z","Emily","Minnesota","United States",,"N505DB","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105807"
"CEN22LA398","ACC","105814","2022-08-28T13:45:00Z","Olivet","Michigan","United States",,"N46202","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105814"
"ERA22LA390","ACC","105813","2022-08-27T21:10:00Z","Chamblee","Georgia","United States",,"N6SD","false","Aviation","DirectorBrief","2023-05-11T04:00:00Z","None","0","0","0","The pilot’s failure to ensure that the helicopter was properly positioned over a dolly before attempting to land on it, which resulted in a rollover.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot","https://data.ntsb.gov/Docket?ProjectID=105813"
"ERA22FA386","ACC","105806","2022-08-27T20:58:00Z","French Lick","Indiana","United States",,"N8741A","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105806"
"ERA22LA388","ACC","105809","2022-08-27T13:15:00Z","Mayville","New York","United States",,"N107AS","false","Aviation","DirectorBrief","2023-02-23T05:00:00Z","Minor","0","0","1","The glider’s encounter with atmospheric conditions where the lift was not sufficient to maintain flight, which resulted in an off-airport landing.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Thermal lifting - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible","https://data.ntsb.gov/Docket?ProjectID=105809"
"ERA22LA389","ACC","105810","2022-08-27T12:37:00Z","Slocomb","Alabama","United States",,"N76527","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105810"
"CEN22LA395","ACC","105808","2022-08-27T09:40:00Z","Prue","Oklahoma","United States",,"N132JD","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","Serious","0","1","1","The pilot’s failure to maintain clearance from power lines during intentional low-level maneuvering.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Incorrect use/operation","https://data.ntsb.gov/Docket?ProjectID=105808"
"WPR22LA319","ACC","105822","2022-08-27T09:17:00Z","Rexburg","Idaho","United States",,"N305SU","false","Aviation","DirectorBrief","2022-12-08T05:00:00Z","None","0","0","0","The pilot's failure to maintain airplane control during the landing roll on a wet airstrip.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=105822"
"WPR22LA318","ACC","105820","2022-08-27T07:00:00Z","Maricopa","Arizona","United States",,"N628LE","false","Aviation","DirectorBrief","2022-12-15T05:00:00Z","None","0","0","0","The pilot's failure to maintain airplane control during landing with a crosswind and the use of excessive braking application, which resulted in a nose over.","Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=105820"
"ENG22WA041","INC","105878","2022-08-27T04:00:00Z","Eberdeen",,"United Kingdom",,"G-LMRC","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105878"
"CEN22LA396","ACC","105811","2022-08-26T19:30:00Z","Osceola","Iowa","United States",,"N954SC","false","Aviation","DirectorBrief","2022-11-03T04:00:00Z","Minor","0","0","1","The stuck right brake at landing which resulted in a loss of control.","Aircraft - Aircraft systems - Landing gear system - Brake - Malfunction, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible","https://data.ntsb.gov/Docket?ProjectID=105811"
"WPR22LA322","ACC","105825","2022-08-26T16:20:00Z","Caldwell","Idaho","United States",,"N52367","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=105825"
"WPR22LA317","ACC","105805","2022-08-26T12:53:00Z","Boulder City","Nevada","United States",,"N916CA","false","Aviation","DirectorBrief",,"Serious","0","1","1",,,"https://data.ntsb.gov/Docket?ProjectID=105805"
"WPR22LA320","ACC","105823","2022-08-26T12:27:00Z","Ione","California","United States",,"N49430","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=105823"
"WPR22LA329","ACC","105841","2022-08-26T11:30:00Z","Deadhorse","Alaska","United States",,"N240RM","false","Aviation","DirectorBrief","2022-12-08T05:00:00Z","None","0","0","0","The pilot's failure to maintain helicopter control during a descent, which resulted in a collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105841"
"GAA22WA263","ACC","105829","2022-08-26T09:04:00Z","Shobdon",,"United Kingdom",,"G-BOXV","false","Aviation","None",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105829"
"ERA22LA415","ACC","105934","2022-08-25T16:48:00Z","Georgetown","Delaware","United States",,"N5132C","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot's failure to extend the landing gear before landing. Contributing to the accident was an inoperative landing gear warning horn.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Aircraft - Aircraft systems - Landing gear system - Gear position and warning - Inoperative","https://data.ntsb.gov/Docket?ProjectID=105934"
"ERA22LA385","ACC","105803","2022-08-25T13:12:00Z","Kissimmee","Florida","United States",,"N9968F","false","Aviation","DirectorBrief","2023-05-11T04:00:00Z","None","0","0","0","The pilot’s improper landing flare and subsequent improper recovery from a bounced landing, which resulted in the nose landing gear impacting the runway.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105803"
"CEN22LA408","ACC","105862","2022-08-25T10:30:00Z","Murray","Nebraska","United States",,"N5951B","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot’s failure to maintain airplane control during landing resulting in an impact with crop and a subsequent ground-loop. Contributing was the wet turf airstrip.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - (general) - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=105862"
"ERA22FA384","ACC","105795","2022-08-24T16:39:00Z","Osteen","Florida","United States",,"N263MX","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105795"
"CEN22LA393","ACC","105796","2022-08-24T14:30:00Z","Harvard","Illinois","United States",,"N66417","false","Aviation","DirectorBrief","2022-09-23T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during take-off, which resulted in a collision with crop and terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105796"
"CEN22LA411","ACC","105891","2022-08-24T14:00:00Z","Atoka","Oklahoma","United States",,"N2317G","false","Aviation","DirectorBrief","2022-11-03T04:00:00Z","None","0","0","0","The pilot's failure to land the airplane within the desired touchdown zone, which resulted in a long landing and collision with a fence.","Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Environmental issues - Operating environment - Airport facilities/design - Runway/landing area length - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Landing distance - Attain/maintain not possible","https://data.ntsb.gov/Docket?ProjectID=105891"
"WPR22LA316","ACC","105794","2022-08-24T11:18:00Z","Vacaville","California","United States",,"N22507","false","Aviation","DirectorBrief",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=105794"
"CEN22LA394","ACC","105798","2022-08-24T10:40:00Z","Liberty","Missouri","United States",,"N1815J","false","Aviation","DirectorBrief","2022-11-03T04:00:00Z","Minor","0","0","2","The flight instructor’s improper decision to take off without adequate airspeed which resulted in degraded performance and a collision with trees.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Takeoff distance - Capability exceeded","https://data.ntsb.gov/Docket?ProjectID=105798"
"ENG22WA044","INC","105971","2022-08-24T03:27:00Z","Guadalajara",,"Mexico",,"XV-VAJ","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105971"
"CEN22LA444","ACC","106861","2022-08-23T17:30:00Z","Lee's Summit","Missouri","United States",,"N1462J","false","Aviation","DirectorBrief","2023-04-27T04:00:00Z","None","0","0","0","The pilot’s improper landing flare, which resulted in a bounced landing and the nose landing gear collapse.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=106861"
"WPR22LA326","ACC","105837","2022-08-23T15:00:00Z","Egegik","Alaska","United States",,"N6455X","false","Aviation","DirectorBrief","2022-12-15T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during takeoff from a lake.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105837"
"ERA22FA383","ACC","105787","2022-08-23T14:47:00Z","Whiteside","Tennessee","United States",,"N770HP","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105787"
"WPR22LA313","ACC","105786","2022-08-23T11:50:00Z","St Ignatius","Montana","United States",,"N4009Y","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=105786"
"WPR22LA324","ACC","105834","2022-08-23T09:30:00Z","Athol","Idaho","United States",,"N9512S","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105834"
"WPR22LA325","ACC","105835","2022-08-22T15:00:00Z","Hope","Alaska","United States",,"N96095","false","Aviation","DirectorBrief","2022-12-15T05:00:00Z","None","0","0","0","The pilot’s failure to maintain clearance from a tree while taxiing.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=105835"
"ENG22WA047","OCC","106038","2022-08-22T08:45:00Z","Zurich",,"Switzerland",,"HB-JBH","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106038"
"WPR22FA312","ACC","105772","2022-08-21T14:03:00Z","Scio","Oregon","United States",,"N184DJ","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105772"
"ERA22LA382","ACC","105784","2022-08-21T14:00:00Z","Clermont","Florida","United States",,"N44FC","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105784"
"GAA22WA260","ACC","105802","2022-08-21T06:35:00Z","Malloca",,"Spain",,"EC-ETC","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105802"
"DCA22WA187","INC","105800","2022-08-21T04:00:00Z","Maiquetia",,"Venezuela",,"YV3465","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105800"
"WPR22LA371","ACC","106232","2022-08-20T21:50:00Z","Pacific Ocean","California","United States",,"N9670V","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=106232"
"CEN22LA400","ACC","105816","2022-08-20T19:30:00Z","San Isidro","Texas","United States",,"N4447A","false","Aviation","DirectorBrief","2022-09-23T04:00:00Z","Serious","0","1","0","The pilot’s improper decision to conduct an autorotation with a tailwind, which resulted in a hard landing and substantial damage.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=105816"
"WPR22LA314","ACC","105790","2022-08-20T18:00:00Z","Wilder","Idaho","United States",,"N4133S","false","Aviation","DirectorBrief",,"Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=105790"
"WPR22FA311","ACC","105771","2022-08-20T13:31:00Z","Wichita Falls","Texas","United States",,"N60JV","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105771"
"ERA22LA380","ACC","105779","2022-08-20T11:40:00Z","Berry","Alabama","United States",,"N8797G","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105779"
"ERA22LA379","ACC","105776","2022-08-20T09:07:00Z","Bealeton","Virginia","United States",,"N55267, N52652","false","Aviation","DirectorBrief","2023-02-23T05:00:00Z","Minor","0","0","2","The pilot of the departing airplane’s failure to see and avoid the landing airplane before takeoff, resulting in a collision with the landing airplane. Contributing was the airport’s failure to encourage pilots to use radios for traffic deconfliction when equipped.","Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot of other aircraft, Organizational issues - Management - Policy/procedure - Availability of policy/proc - Airport","https://data.ntsb.gov/Docket?ProjectID=105776"
"WPR22LA315","ACC","105792","2022-08-20T07:45:00Z","Donnelly","Idaho","United States",,"N735DU","false","Aviation","DirectorBrief","2022-12-08T05:00:00Z","None","0","0","0","The pilot’s improper decision to takeoff from a wet grass runway which did not allow for adequate braking traction when the pilot aborted the takeoff, which resulted in a runway excursion.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Effect on equipment, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105792"
"DCA22LA188","ACC","105801","2022-08-19T19:17:00Z","Pharisburg","Ohio","United States",,"N73270","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105801"
"CEN22LA435","ACC","106011","2022-08-19T18:00:00Z","Grand Glaize","Missouri","United States",,"N711DM","false","Aviation","DirectorBrief","2023-01-18T05:00:00Z","None","0","0","0","The pilot’s improper landing flare which resulted in a bounced landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=106011"
"ERA22LA408","ACC","105906","2022-08-19T17:01:00Z","Hollywood","Maryland","United States",,"N7154U","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot's failure to extend the landing gear before landing.","Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated","https://data.ntsb.gov/Docket?ProjectID=105906"
"WPR22LA328","ACC","105840","2022-08-19T16:30:00Z","Stanley","Idaho","United States",,"N25MF","false","Aviation","DirectorBrief","2022-12-08T05:00:00Z","None","0","0","0","The pilot’s failure to maintain airplane control during takeoff with a crosswind.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105840"
"ERA22LA378","ACC","105774","2022-08-19T16:00:00Z","Marathon","Florida","United States",,"N587FL","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105774"
"ERA22LA381","ACC","105780","2022-08-19T15:50:00Z","Orlando","Florida","United States",,"N6241A","false","Aviation","DirectorBrief","2023-05-11T04:00:00Z","None","0","0","0","The pilot's improper fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot","https://data.ntsb.gov/Docket?ProjectID=105780"
"ERA22FA376","ACC","105770","2022-08-19T10:30:00Z","Glendora","Mississippi","United States",,"N602PB","false","Aviation","DirectorBrief",,"Fatal","1","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105770"
"DCA22WA194","ACC","105856","2022-08-18T23:30:00Z","Darwin",,"Australia",,"UNREG","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105856"
"CEN22LA399","ACC","105815","2022-08-18T19:00:00Z","Sullivan","Indiana","United States",,"N3331R","false","Aviation","DirectorBrief","2022-11-03T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105815"
"WPR22FA309","ACC","105763","2022-08-18T14:55:00Z","Watsonville","California","United States",,"N49931, N740WJ","false","Aviation","DirectorBrief",,"Fatal","3","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105763"
"WPR22LA310","ACC","105764","2022-08-18T13:40:00Z","Camarillo","California","United States",,"N995GS","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105764"
"WPR22LA373","ACC","106287","2022-08-18T11:30:00Z","Avalon","California","United States",,"N52946","false","Aviation","DirectorBrief","2023-01-09T05:00:00Z","None","0","0","0","The pilot’s failure to extend the landing gear before landing, resulting in a gear up landing and substantial damage to the airplane’s belly.","Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot","https://data.ntsb.gov/Docket?ProjectID=106287"
"WPR22LA308","ACC","105761","2022-08-18T10:35:00Z","El Cajon","California","United States",,"N1097D","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105761"
"ERA22LA375","ACC","105768","2022-08-18T10:15:00Z","Atlantic Ocean","Atlantic Ocean","United States",,"N6713A","false","Aviation","DirectorBrief","2023-05-11T04:00:00Z","Fatal","1","0","0","The pilot's suicide.","Personnel issues - Miscellaneous - Intentional act - Suicide - Pilot","https://data.ntsb.gov/Docket?ProjectID=105768"
"CEN22LA391","ACC","105789","2022-08-18T08:52:00Z","Baton Rouge","Louisiana","United States",,"N17747","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105789"
"GAA22WA252","ACC","105754","2022-08-17T14:35:00Z","Augsburg",,"Germany",,"F-BRHA","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105754"
"CEN22LA443","ACC","106889","2022-08-17T14:15:00Z","Owasso","Oklahoma","United States",,"N3572Z","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain a proper descent rate during the short field landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=106889"
"CEN22LA387","ACC","105758","2022-08-16T14:50:00Z","Millville","Minnesota","United States",,"N641RZ","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","None","0","0","0","The pilot’s inadequate inflight planning resulted in impact with a power line.","Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=105758"
"WPR22LA307","ACC","105747","2022-08-16T10:30:00Z","Bountiful","Utah","United States",,"N578CR","false","Aviation","DirectorBrief","2022-12-08T05:00:00Z","None","0","0","0","The pilot’s improper landing flare and subsequent loss of airplane control during a go-around when the airplane stalled and collided with the ground.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105747"
"ERA22LA374","ACC","105748","2022-08-16T08:05:00Z","Westfield","Massachusetts","United States",,"N33EV","false","Aviation","DirectorBrief","2023-05-11T04:00:00Z","None","0","0","0","The pilot’s loss of directional control while taxiing for takeoff.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105748"
"ENG22WA042","INC","105920","2022-08-15T14:10:00Z","Gdansk",,"Poland",,"SP-ENU","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105920"
"CEN22LA388","ACC","105760","2022-08-15T11:00:00Z","Lucedale","Mississippi","United States",,"N5341W","false","Aviation","DirectorBrief",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105760"
"WPR22LA305","ACC","105741","2022-08-15T08:15:00Z","Ely","Nevada","United States",,"N500AR","false","Aviation","DirectorBrief","2022-12-08T05:00:00Z","None","0","0","0","The pilot’s failure to maintain clearance from terrain while maneuvering at a low altitude.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Terrain - (general) - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=105741"
"WPR22FA304","ACC","105737","2022-08-15T06:30:00Z","Yellow Pine","Idaho","United States",,"N26HV","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105737"
"GAA22WA251","INC","105753","2022-08-15T04:00:00Z","Menuma",,"Japan",,"JA4083","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105753"
"ERA22LA371","ACC","105733","2022-08-14T21:00:00Z","Talladega","Alabama","United States",,"N1486T","false","Aviation","DirectorBrief","2023-05-04T04:00:00Z","None","0","0","0","A collision with a deer during takeoff.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate","https://data.ntsb.gov/Docket?ProjectID=105733"
"ERA22LA373","ACC","105744","2022-08-14T11:40:00Z","Gardiner","New York","United States",,"N33125","false","Aviation","DirectorBrief","2023-05-11T04:00:00Z","None","0","0","0","The pilot’s failure to go-around in a timely manner which resulted in a collision with a fence.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Fence/fence post - Effect on equipment, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=105744"
"WPR22LA306","ACC","105746","2022-08-14T11:30:00Z","Moriarty","New Mexico","United States",,"N320DA","false","Aviation","DirectorBrief","2022-09-23T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control and the flight instructor's inadequate remedial action during the landing roll, which resulted in a ground loop.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105746"
"DCA22WA184","INC","105767","2022-08-14T05:00:00Z","Banjarmasin",,"Indonesia",,"PK-YGV","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105767"
"GAA22WA255","ACC","105759","2022-08-14T00:15:00Z","Nipigon",,"Canada",,"C-FYSZ","false","Aviation","None",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105759"
"WPR22FA303","ACC","105732","2022-08-13T16:19:00Z","Page","Arizona","United States",,"N9582M","false","Aviation","DirectorBrief",,"Fatal","2","2","3",,,"https://data.ntsb.gov/Docket?ProjectID=105732"
"ERA22LA372","ACC","105739","2022-08-13T14:00:00Z","Searsmont","Maine","United States",,"N35WT","false","Aviation","DirectorBrief",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=105739"
"WPR22LA302","ACC","105731","2022-08-13T12:48:00Z","Corona","California","United States",,"N532KB","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=105731"
"CEN22FA383","ACC","105730","2022-08-13T12:31:00Z","Hanna City","Illinois","United States",,"N30EV","false","Aviation","DirectorBrief",,"Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105730"
"CEN22LA390","ACC","105788","2022-08-13T08:08:00Z","Pueblo","Colorado","United States",,"N3727X","false","Aviation","DirectorBrief","2022-09-23T04:00:00Z","None","0","0","0","The flight instructor’s failure to maintain adequate airspeed during the demonstrated soft-field takeoff, which led to the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot, Personnel issues - Task performance - Planning/preparation - Performance calculations - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105788"
"CEN22LA384","ACC","105734","2022-08-12T15:57:00Z","Kearney","Nebraska","United States",,"N5253P","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot’s inadequate in-flight planning that resulted in a loss of engine power due to fuel exhaustion.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=105734"
"ANC22LA068","ACC","105762","2022-08-12T15:02:00Z","Sutton","Alaska","United States",,"N6577A","false","Aviation","DirectorBrief",,"Minor","0","0","1",,,"https://data.ntsb.gov/Docket?ProjectID=105762"
"ERA22LA369","ACC","105726","2022-08-11T22:57:00Z","Jamestown","New York","United States",,"N4751F","false","Aviation","DirectorBrief",,"Serious","0","2","0",,,"https://data.ntsb.gov/Docket?ProjectID=105726"
"ERA22FA368","ACC","105724","2022-08-11T18:05:00Z","Metz","West Virginia","United States",,"N720RP","false","Aviation","DirectorBrief",,"Fatal","3","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=105724"
